Tour,surface,best_of,w_dk_score,l_dk_score,WIO,LIO,straight_sets
ATP,Grass,3,61,31,0.689320388,0.310679612,0
WTA,Hard,3,73.5,19.5,0.558823529,0.441176471,0
WTA,Hard,3,73.5,19.5,0.558823529,0.441176471,1
ATP,Hard,3,60.5,31.25,0.689320388,0.310679612,0
ATP,Clay,3,59.5,34.75,0.689320388,0.310679612,0
WTA,Hard,3,73.5,19.5,0.553398058,0.446601942,1
ATP,Hard,3,59,34.25,0.689320388,0.310679612,0
WTA,Hard,3,73.5,19.5,0.549019608,0.450980392,0
WTA,Hard,3,73.5,19.5,0.54368932,0.45631068,1
ATP,Grass,5,73.5,22,0.54368932,0.45631068,1
WTA,Hard,3,73.5,19.5,0.533980583,0.466019417,1
WTA,Hard,3,73.5,19.5,0.524271845,0.475728155,1
ATP,Grass,3,58.5,33.75,0.689320388,0.310679612,0
WTA,Hard,3,73.5,19.5,0.519607843,0.480392157,1
ATP,Hard,3,57.5,38,0.689320388,0.310679612,0
WTA,Hard,3,73.5,19.5,0.504854369,0.495145631,1
WTA,Grass,3,73.5,19.5,0.5,0.5,1
ATP,Clay,3,57.5,38,0.689320388,0.310679612,0
WTA,Grass,3,73.5,19.5,0.495145631,0.504854369,1
ATP,Hard,3,57,42.75,0.689320388,0.310679612,0
WTA,Grass,3,73.5,19.5,0.480392157,0.519607843,1
ATP,Hard,3,57,37.5,0.689320388,0.310679612,0
ATP,Hard,3,56,41.75,0.689320388,0.310679612,0
WTA,Hard,3,73.5,24,0.466019417,0.533980583,1
WTA,Hard,3,73.5,19.5,0.466019417,0.533980583,1
ATP,Clay,3,56,41.75,0.689320388,0.310679612,0
ATP,Hard,3,54,39.75,0.689320388,0.310679612,0
ATP,Hard,3,85,7.5,0.68627451,0.31372549,1
ATP,Clay,3,83.75,5,0.68627451,0.31372549,1
ATP,Hard,3,82.5,8.25,0.68627451,0.31372549,1
WTA,Hard,3,73.5,19.5,0.441176471,0.558823529,1
WTA,Grass,3,73.5,15,0.441176471,0.558823529,1
WTA,Hard,3,73.5,19.5,0.441176471,0.558823529,1
WTA,Hard,3,73.5,19.5,0.436893204,0.563106796,1
ATP,Hard,3,81.75,7.5,0.68627451,0.31372549,1
WTA,Hard,3,73.5,19.5,0.427184466,0.572815534,1
ATP,Clay,3,80.5,17.25,0.68627451,0.31372549,0
ATP,Hard,3,79.75,10.75,0.68627451,0.31372549,1
WTA,Hard,3,73.5,19.5,0.40776699,0.59223301,1
WTA,Hard,3,73.5,18.75,0.388349515,0.611650485,1
WTA,Clay,3,73.5,19.5,0.388349515,0.611650485,1
WTA,Hard,3,73.5,19.5,0.392156863,0.607843137,1
WTA,Clay,3,73.5,19.5,0.378640777,0.621359223,1
ATP,Hard,3,79.75,10.75,0.68627451,0.31372549,1
WTA,Grass,3,73.5,19.5,0.37254902,0.62745098,1
WTA,Hard,3,73.5,19.5,0.368932039,0.631067961,1
WTA,Hard,3,73.5,18.75,0.352941176,0.647058824,1
WTA,Grass,3,73.5,19.5,0.352941176,0.647058824,1
WTA,Hard,3,73.5,19.5,0.352941176,0.647058824,1
WTA,Hard,3,73.5,19.5,0.333333333,0.666666667,1
ATP,Hard,3,77.75,14,0.68627451,0.31372549,1
WTA,Hard,3,73.5,19.5,0.323529412,0.676470588,1
ATP,Clay,3,74.25,15,0.68627451,0.31372549,1
WTA,Hard,3,73.5,19.5,0.303921569,0.696078431,1
WTA,Hard,3,73.5,24,0.27184466,0.72815534,0
ATP,Clay,3,74.25,15,0.68627451,0.31372549,1
WTA,Grass,3,73.5,19.5,0.242718447,0.757281553,1
WTA,Hard,3,73.5,18.75,0.242718447,0.757281553,1
WTA,Hard,3,73.5,18.75,0.228571429,0.771428571,1
WTA,Hard,3,73.5,19.5,0.233009709,0.766990291,1
ATP,Grass,3,74.25,15,0.68627451,0.31372549,1
ATP,Hard,3,74.25,15,0.68627451,0.31372549,1
WTA,Hard,3,73.5,24,0.203883495,0.796116505,1
ATP,Clay,3,73.5,19.5,0.68627451,0.31372549,1
WTA,Grass,3,73.5,19.5,0.174757282,0.825242718,1
ATP,Clay,3,73.25,23.75,0.68627451,0.31372549,0
ATP,Hard,3,72.75,18.75,0.68627451,0.31372549,1
WTA,Grass,3,73.5,19.5,0.145631068,0.854368932,1
ATP,Hard,5,73.4,22.6,0.931372549,0.068627451,0
ATP,Hard,5,73.4,22.6,0.930693069,0.069306931,0
ATP,Hard,5,73.4,22.1,0.852941176,0.147058824,0
ATP,Hard,5,73.4,22.1,0.805825243,0.194174757,0
ATP,Clay,5,73.4,20.1,0.737864078,0.262135922,0
ATP,Grass,5,73.3,17.7,0.941176471,0.058823529,1
ATP,Grass,5,73.3,22.5,0.833333333,0.166666667,0
ATP,Hard,5,73.3,17.7,0.764705882,0.235294118,1
ATP,Hard,5,73.3,17.7,0.745098039,0.254901961,1
ATP,Hard,5,73.3,18.9,0.718446602,0.281553398,0
ATP,Clay,5,73.3,27.5,0.68627451,0.31372549,0
ATP,Grass,5,73.3,17.7,0.676470588,0.323529412,1
ATP,Grass,5,73.3,17.7,0.529411765,0.470588235,1
ATP,Hard,5,73.3,17.7,0.450980392,0.549019608,1
ATP,Hard,5,73.3,22,0.174757282,0.825242718,0
ATP,Grass,5,73.3,17.7,0.12745098,0.87254902,1
ATP,Grass,3,72.75,18.75,0.68627451,0.31372549,1
WTA,Grass,3,73.25,23.75,0.784313725,0.215686275,0
WTA,Hard,3,73.25,25,0.737864078,0.262135922,0
ATP,Hard,3,72.75,18,0.68627451,0.31372549,1
WTA,Hard,3,73.25,30.25,0.705882353,0.294117647,0
ATP,Clay,3,72.25,18.25,0.68627451,0.31372549,1
WTA,Hard,3,73.25,30.25,0.666666667,0.333333333,0
WTA,Grass,3,73.25,23,0.640776699,0.359223301,0
ATP,Hard,3,72.25,18.25,0.68627451,0.31372549,1
WTA,Hard,3,73.25,29,0.568627451,0.431372549,0
WTA,Hard,3,73.25,23.75,0.563106796,0.436893204,1
WTA,Grass,3,73.25,28.25,0.529411765,0.470588235,0
WTA,Hard,3,73.25,25,0.490196078,0.509803922,0
WTA,Hard,3,73.25,29.5,0.436893204,0.563106796,0
WTA,Clay,3,73.25,23.75,0.262135922,0.737864078,1
WTA,Grass,3,73.25,23.75,0.155339806,0.844660194,1
ATP,Clay,5,73.2,18.8,0.931372549,0.068627451,0
ATP,Hard,5,73.2,18.1,0.862745098,0.137254902,1
ATP,Hard,5,73.2,18.8,0.81372549,0.18627451,0
ATP,Hard,5,73.2,18.1,0.805825243,0.194174757,1
ATP,Grass,5,73.2,18.1,0.786407767,0.213592233,1
ATP,Clay,5,73.2,18.1,0.774509804,0.225490196,1
ATP,Grass,5,73.2,18.8,0.715686275,0.284313725,0
ATP,Hard,5,73.2,18.8,0.689320388,0.310679612,0
ATP,Hard,5,73.2,18.1,0.68627451,0.31372549,1
ATP,Hard,5,73.2,18.1,0.539215686,0.460784314,1
ATP,Grass,5,73.2,18.1,0.12745098,0.87254902,1
ATP,Clay,5,73.1,21.6,0.931372549,0.068627451,1
ATP,Hard,5,73.1,21.6,0.784313725,0.215686275,1
ATP,Clay,5,73.1,22.3,0.676470588,0.323529412,0
ATP,Clay,5,73.1,21.6,0.666666667,0.333333333,1
ATP,Clay,3,71.5,17.5,0.68627451,0.31372549,1
WTA,Hard,3,73,18.25,0.951456311,0.048543689,1
ATP,Hard,5,73,27.6,0.950980392,0.049019608,0
WTA,Hard,3,73,18.25,0.941747573,0.058252427,1
ATP,Clay,3,71.5,17.5,0.68627451,0.31372549,1
WTA,Hard,3,73,18.25,0.921568627,0.078431373,1
WTA,Hard,3,73,19,0.87254902,0.12745098,1
WTA,Hard,3,73,18.25,0.87254902,0.12745098,1
ATP,Clay,3,71,26.75,0.68627451,0.31372549,1
WTA,Hard,3,73,18.25,0.862745098,0.137254902,1
WTA,Hard,3,73,24.25,0.854368932,0.145631068,1
WTA,Grass,3,73,18.25,0.854368932,0.145631068,1
WTA,Grass,3,73,23.5,0.854368932,0.145631068,1
ATP,Clay,3,70.75,22,0.68627451,0.31372549,1
WTA,Grass,3,73,18.25,0.844660194,0.155339806,1
ATP,Clay,3,70.25,20.75,0.68627451,0.31372549,1
ATP,Hard,3,70.25,26,0.68627451,0.31372549,1
WTA,Hard,3,73,18.25,0.833333333,0.166666667,1
ATP,Hard,3,70,20.5,0.68627451,0.31372549,1
WTA,Hard,3,73,19,0.825242718,0.174757282,1
WTA,Hard,3,73,19,0.833333333,0.166666667,1
WTA,Hard,3,73,23.5,0.825242718,0.174757282,1
ATP,Hard,3,69.5,20,0.68627451,0.31372549,1
ATP,Grass,3,69.5,20,0.68627451,0.31372549,1
ATP,Hard,3,69,24.75,0.68627451,0.31372549,0
WTA,Hard,3,73,19,0.815533981,0.184466019,1
WTA,Hard,3,73,19,0.815533981,0.184466019,1
WTA,Grass,3,73,18.25,0.798076923,0.201923077,1
WTA,Clay,3,73,19,0.805825243,0.194174757,1
ATP,Hard,3,68.75,24.5,0.68627451,0.31372549,1
ATP,Hard,3,68.5,24.25,0.68627451,0.31372549,1
WTA,Hard,3,73,18.25,0.796116505,0.203883495,1
WTA,Hard,3,73,19,0.796116505,0.203883495,1
WTA,Hard,3,73,19,0.786407767,0.213592233,1
WTA,Grass,3,73,18.25,0.794117647,0.205882353,1
ATP,Hard,3,68.25,24,0.68627451,0.31372549,0
WTA,Hard,3,73,18.25,0.786407767,0.213592233,1
ATP,Hard,3,68.25,24,0.68627451,0.31372549,0
ATP,Grass,3,68,23.75,0.68627451,0.31372549,1
WTA,Hard,3,73,23.5,0.766990291,0.233009709,1
ATP,Hard,3,68,23.75,0.68627451,0.31372549,1
ATP,Hard,3,67.25,23,0.68627451,0.31372549,1
WTA,Hard,3,73,19,0.766990291,0.233009709,1
ATP,Grass,3,67.25,23,0.68627451,0.31372549,1
WTA,Hard,3,73,18.25,0.757281553,0.242718447,1
WTA,Hard,3,73,23.5,0.764705882,0.235294118,1
WTA,Hard,3,73,19,0.764705882,0.235294118,1
ATP,Hard,3,66.5,27.5,0.68627451,0.31372549,0
WTA,Hard,3,73,18.25,0.757281553,0.242718447,1
WTA,Hard,3,73,23.5,0.757281553,0.242718447,1
ATP,Hard,3,65,35,0.68627451,0.31372549,0
WTA,Hard,3,73,18.25,0.737864078,0.262135922,1
WTA,Grass,3,73,18.25,0.72815534,0.27184466,1
ATP,Grass,3,65,26,0.68627451,0.31372549,1
WTA,Grass,3,73,19,0.72815534,0.27184466,1
ATP,Hard,3,64.75,30.25,0.68627451,0.31372549,0
WTA,Hard,3,73,23.5,0.725490196,0.274509804,1
WTA,Hard,3,73,19,0.718446602,0.281553398,1
WTA,Grass,3,73,19,0.718446602,0.281553398,1
ATP,Hard,3,64.75,25.75,0.68627451,0.31372549,0
WTA,Hard,3,73,24.25,0.708737864,0.291262136,1
WTA,Grass,3,73,23.5,0.715686275,0.284313725,1
ATP,Hard,3,64,34.75,0.68627451,0.31372549,0
ATP,Hard,3,64,29.5,0.68627451,0.31372549,0
ATP,Hard,3,62.5,32.5,0.68627451,0.31372549,0
ATP,Clay,3,61.5,31.5,0.68627451,0.31372549,0
WTA,Hard,3,73,23.5,0.696078431,0.303921569,1
ATP,Hard,3,60.75,36,0.68627451,0.31372549,0
ATP,Grass,3,60.5,31.25,0.68627451,0.31372549,0
WTA,Grass,3,73,19,0.696078431,0.303921569,0
WTA,Grass,3,73,19,0.67961165,0.32038835,1
ATP,Hard,3,60.5,35.75,0.68627451,0.31372549,0
WTA,Hard,3,73,23.5,0.676470588,0.323529412,1
WTA,Hard,3,73,23.5,0.676470588,0.323529412,1
WTA,Hard,3,73,23.5,0.669902913,0.330097087,1
WTA,Hard,3,73,18.25,0.666666667,0.333333333,1
WTA,Hard,3,73,19,0.660194175,0.339805825,1
ATP,Clay,3,60.25,31,0.68627451,0.31372549,0
WTA,Hard,3,73,19,0.660194175,0.339805825,1
ATP,Hard,3,60,35.25,0.68627451,0.31372549,0
ATP,Hard,3,59.75,35,0.68627451,0.31372549,0
ATP,Clay,3,59.25,34.5,0.68627451,0.31372549,0
WTA,Clay,3,73,19,0.650485437,0.349514563,1
ATP,Clay,3,59.25,34.5,0.68627451,0.31372549,0
ATP,Grass,5,73,21.5,0.640776699,0.359223301,1
ATP,Clay,3,59,34.25,0.68627451,0.31372549,0
WTA,Hard,3,73,24.25,0.640776699,0.359223301,1
ATP,Grass,3,57.25,37.75,0.68627451,0.31372549,0
WTA,Hard,3,73,19,0.637254902,0.362745098,1
WTA,Hard,3,73,23.5,0.631067961,0.368932039,1
WTA,Grass,3,73,19,0.637254902,0.362745098,1
WTA,Grass,3,73,23.5,0.637254902,0.362745098,1
ATP,Grass,3,57,37.5,0.68627451,0.31372549,0
WTA,Hard,3,73,19,0.631067961,0.368932039,1
WTA,Hard,3,73,23.5,0.631067961,0.368932039,1
WTA,Hard,3,73,19,0.631067961,0.368932039,1
ATP,Hard,3,56.5,37,0.68627451,0.31372549,0
ATP,Clay,3,56.25,42,0.68627451,0.31372549,0
WTA,Hard,3,73,23.5,0.621359223,0.378640777,1
WTA,Hard,3,73,19,0.621359223,0.378640777,1
ATP,Hard,3,52,42.25,0.68627451,0.31372549,0
WTA,Hard,3,73,19,0.617647059,0.382352941,1
ATP,Hard,3,76.25,12.5,0.682692308,0.317307692,1
WTA,Hard,3,73,19,0.611650485,0.388349515,1
WTA,Grass,3,73,18.25,0.611650485,0.388349515,1
ATP,Hard,3,68.25,29.75,0.682692308,0.317307692,0
ATP,Hard,3,87.75,5,0.67961165,0.32038835,1
ATP,Clay,3,85.75,7.5,0.67961165,0.32038835,1
ATP,Hard,3,85,7.5,0.67961165,0.32038835,1
ATP,Clay,3,81.75,8.25,0.67961165,0.32038835,1
WTA,Hard,3,73,19,0.601941748,0.398058252,1
WTA,Hard,3,73,19,0.598039216,0.401960784,1
ATP,Clay,3,81.5,13.75,0.67961165,0.32038835,1
ATP,Hard,3,79,10,0.67961165,0.32038835,1
WTA,Hard,3,73,23.5,0.59223301,0.40776699,1
ATP,Clay,3,79,10,0.67961165,0.32038835,1
ATP,Hard,3,76.25,17,0.67961165,0.32038835,1
ATP,Hard,3,76.25,12.5,0.67961165,0.32038835,1
WTA,Grass,3,73,18.25,0.582524272,0.417475728,1
WTA,Grass,3,73,18.25,0.582524272,0.417475728,1
ATP,Hard,3,76.25,12.5,0.67961165,0.32038835,1
WTA,Hard,3,73,19,0.572815534,0.427184466,1
WTA,Grass,3,73,24.25,0.572815534,0.427184466,1
WTA,Hard,3,73,19,0.572815534,0.427184466,1
ATP,Grass,3,76.25,12.5,0.67961165,0.32038835,1
WTA,Hard,3,73,19,0.568627451,0.431372549,1
WTA,Hard,3,73,19,0.568627451,0.431372549,1
WTA,Hard,3,73,19,0.568627451,0.431372549,1
WTA,Hard,3,73,28.75,0.563106796,0.436893204,1
WTA,Hard,3,73,18.25,0.568627451,0.431372549,1
ATP,Clay,3,75.75,16.5,0.67961165,0.32038835,1
WTA,Hard,3,73,23.5,0.553398058,0.446601942,1
WTA,Hard,3,73,23.5,0.553398058,0.446601942,1
ATP,Hard,3,75,15.75,0.67961165,0.32038835,1
WTA,Hard,3,73,23.5,0.553398058,0.446601942,1
ATP,Clay,3,75,15.75,0.67961165,0.32038835,1
WTA,Hard,3,73,23.5,0.553398058,0.446601942,1
WTA,Hard,3,73,19,0.549019608,0.450980392,1
WTA,Clay,3,73,19,0.54368932,0.45631068,1
WTA,Hard,3,73,23.5,0.533980583,0.466019417,1
ATP,Clay,3,74.75,15.5,0.67961165,0.32038835,1
ATP,Hard,3,74.25,15,0.67961165,0.32038835,1
WTA,Grass,3,73,19,0.539215686,0.460784314,1
WTA,Hard,3,73,19,0.529411765,0.470588235,1
ATP,Hard,3,74.25,20.25,0.67961165,0.32038835,1
ATP,Hard,3,73.75,19.75,0.67961165,0.32038835,1
WTA,Hard,3,73,19,0.524271845,0.475728155,1
ATP,Hard,3,73.5,19.5,0.67961165,0.32038835,1
ATP,Clay,3,73,19,0.67961165,0.32038835,1
WTA,Grass,3,73,18.25,0.519607843,0.480392157,1
WTA,Hard,3,73,19,0.519607843,0.480392157,1
WTA,Hard,3,73,19,0.519607843,0.480392157,1
ATP,Grass,3,72.75,18.75,0.67961165,0.32038835,1
WTA,Hard,3,73,18.25,0.514563107,0.485436893,1
WTA,Hard,3,73,23.5,0.514563107,0.485436893,1
WTA,Hard,3,73,19,0.495145631,0.504854369,1
WTA,Hard,3,73,23.5,0.490196078,0.509803922,1
WTA,Hard,3,73,19,0.485436893,0.514563107,1
WTA,Hard,3,73,18.25,0.480769231,0.519230769,1
WTA,Hard,3,73,23.5,0.475728155,0.524271845,1
ATP,Hard,3,72.25,18.25,0.67961165,0.32038835,1
WTA,Hard,3,73,19,0.45631068,0.54368932,1
WTA,Hard,3,73,19,0.460784314,0.539215686,1
WTA,Hard,3,73,19,0.460784314,0.539215686,1
WTA,Hard,3,73,18.25,0.45631068,0.54368932,1
WTA,Hard,3,73,19,0.450980392,0.549019608,0
ATP,Hard,3,72,18,0.67961165,0.32038835,1
WTA,Hard,3,73,19,0.446601942,0.553398058,1
ATP,Hard,3,71.5,17.5,0.67961165,0.32038835,1
ATP,Clay,3,71.5,17.5,0.67961165,0.32038835,1
WTA,Hard,3,73,18.25,0.441176471,0.558823529,1
WTA,Hard,3,73,18.25,0.436893204,0.563106796,1
WTA,Grass,3,73,18.25,0.441176471,0.558823529,1
ATP,Hard,3,71,21.5,0.67961165,0.32038835,1
WTA,Hard,3,73,18.25,0.441176471,0.558823529,1
ATP,Grass,5,73,21.5,0.436893204,0.563106796,1
WTA,Grass,3,73,19,0.436893204,0.563106796,1
ATP,Clay,3,71,21.5,0.67961165,0.32038835,1
WTA,Hard,3,73,23.5,0.427184466,0.572815534,1
WTA,Hard,3,73,19,0.417475728,0.582524272,1
ATP,Clay,3,71,21.5,0.67961165,0.32038835,1
ATP,Hard,3,70.75,21.25,0.67961165,0.32038835,1
WTA,Grass,3,73,18.25,0.401960784,0.598039216,1
WTA,Hard,3,73,19,0.396039604,0.603960396,1
WTA,Hard,3,73,19,0.388349515,0.611650485,1
ATP,Hard,3,70.75,22,0.67961165,0.32038835,1
WTA,Hard,3,73,23.5,0.378640777,0.621359223,1
WTA,Hard,3,73,19,0.378640777,0.621359223,1
ATP,Grass,3,70.25,20.75,0.67961165,0.32038835,1
WTA,Hard,3,73,18.25,0.37254902,0.62745098,1
ATP,Hard,3,70,21.25,0.67961165,0.32038835,1
ATP,Clay,3,69.5,20,0.67961165,0.32038835,1
WTA,Hard,3,73,19,0.368932039,0.631067961,1
WTA,Grass,3,73,19,0.362745098,0.637254902,1
WTA,Hard,3,73,23.5,0.346534653,0.653465347,1
ATP,Hard,3,68.25,29.25,0.67961165,0.32038835,0
ATP,Grass,3,67.75,23.5,0.67961165,0.32038835,1
ATP,Hard,3,67.5,28.5,0.67961165,0.32038835,0
WTA,Grass,3,73,18.25,0.32038835,0.67961165,1
WTA,Grass,3,73,19,0.31372549,0.68627451,1
ATP,Clay,3,67.5,27.75,0.67961165,0.32038835,0
WTA,Hard,3,73,24.75,0.303921569,0.696078431,0
WTA,Hard,3,73,23.5,0.300970874,0.699029126,1
ATP,Clay,3,66.25,31.75,0.67961165,0.32038835,0
WTA,Hard,3,73,18.25,0.288461538,0.711538462,1
ATP,Hard,3,64.25,29.75,0.67961165,0.32038835,0
WTA,Hard,3,73,18.25,0.254901961,0.745098039,1
WTA,Clay,3,73,23.5,0.252427184,0.747572816,1
ATP,Hard,3,64,29.5,0.67961165,0.32038835,0
WTA,Hard,3,73,19,0.245098039,0.754901961,1
ATP,Hard,3,63.75,33.75,0.67961165,0.32038835,0
ATP,Hard,3,63.75,33.75,0.67961165,0.32038835,0
ATP,Clay,3,63.25,28.75,0.67961165,0.32038835,0
WTA,Hard,3,73,19,0.194174757,0.805825243,1
WTA,Grass,3,73,18.25,0.194174757,0.805825243,1
ATP,Clay,3,63,33.75,0.67961165,0.32038835,0
ATP,Hard,3,62.75,28.25,0.67961165,0.32038835,0
ATP,Clay,3,60.5,35.75,0.67961165,0.32038835,0
ATP,Hard,3,60,30.75,0.67961165,0.32038835,0
ATP,Clay,5,72.9,22.6,0.921568627,0.078431373,0
ATP,Hard,5,72.9,22.1,0.774509804,0.225490196,0
ATP,Hard,5,72.8,18.4,0.81372549,0.18627451,0
ATP,Clay,5,72.8,18.4,0.757281553,0.242718447,0
ATP,Hard,5,72.8,22,0.702970297,0.297029703,0
ATP,Hard,5,72.8,25.6,0.68627451,0.31372549,0
ATP,Clay,5,72.8,22,0.640776699,0.359223301,0
ATP,Hard,5,72.8,25.4,0.225490196,0.774509804,1
ATP,Hard,3,59,39.5,0.67961165,0.32038835,0
ATP,Clay,3,56.75,36.5,0.67961165,0.32038835,0
ATP,Clay,3,56.5,37,0.67961165,0.32038835,0
ATP,Clay,3,55,40,0.67961165,0.32038835,0
ATP,Clay,3,85,7.5,0.676470588,0.323529412,1
ATP,Clay,3,83,10,0.676470588,0.323529412,1
ATP,Clay,3,81.75,8.25,0.676470588,0.323529412,1
ATP,Clay,3,79.75,10.75,0.676470588,0.323529412,1
ATP,Hard,3,79.75,10.75,0.676470588,0.323529412,1
ATP,Clay,3,79.25,14.75,0.676470588,0.323529412,1
ATP,Clay,3,79,10,0.676470588,0.323529412,1
ATP,Clay,3,79,10,0.676470588,0.323529412,1
WTA,Hard,3,72.75,18.75,0.834951456,0.165048544,1
ATP,Clay,3,77.75,13.25,0.676470588,0.323529412,1
WTA,Hard,3,72.75,18.75,0.833333333,0.166666667,1
ATP,Grass,3,77,12.5,0.676470588,0.323529412,1
ATP,Hard,3,76.25,12.5,0.676470588,0.323529412,1
ATP,Hard,3,76.25,12.5,0.676470588,0.323529412,1
ATP,Hard,3,76.25,12.5,0.676470588,0.323529412,1
ATP,Hard,3,75,15.75,0.676470588,0.323529412,1
ATP,Hard,3,74.75,15.5,0.676470588,0.323529412,1
ATP,Hard,3,74.25,15,0.676470588,0.323529412,1
ATP,Hard,3,74.25,15,0.676470588,0.323529412,1
WTA,Hard,3,72.75,18.75,0.786407767,0.213592233,1
WTA,Grass,3,72.75,18.75,0.786407767,0.213592233,1
ATP,Hard,3,74.25,21.5,0.676470588,0.323529412,0
ATP,Clay,3,74.25,15,0.676470588,0.323529412,1
WTA,Hard,3,72.75,18.75,0.786407767,0.213592233,1
WTA,Hard,3,72.75,18.75,0.786407767,0.213592233,1
WTA,Grass,3,72.75,18.75,0.786407767,0.213592233,1
ATP,Hard,3,72.75,18.75,0.676470588,0.323529412,1
ATP,Grass,3,72.75,18.75,0.676470588,0.323529412,1
ATP,Hard,3,72.25,18.25,0.676470588,0.323529412,1
WTA,Hard,3,72.75,18.75,0.774509804,0.225490196,1
ATP,Hard,3,72.25,18.25,0.676470588,0.323529412,1
ATP,Clay,3,72.25,22.75,0.676470588,0.323529412,1
WTA,Hard,3,72.75,24,0.766990291,0.233009709,0
ATP,Hard,3,72.25,22.75,0.676470588,0.323529412,1
ATP,Hard,3,72,18,0.676470588,0.323529412,1
ATP,Clay,3,71.75,27.5,0.676470588,0.323529412,0
WTA,Grass,3,72.75,18.75,0.764705882,0.235294118,1
ATP,Hard,3,71.5,17.5,0.676470588,0.323529412,1
ATP,Clay,3,71.5,22,0.676470588,0.323529412,1
WTA,Hard,3,72.75,18.75,0.754901961,0.245098039,1
ATP,Hard,3,71,21.5,0.676470588,0.323529412,1
WTA,Hard,3,72.75,18,0.737864078,0.262135922,1
WTA,Hard,3,72.75,24,0.737864078,0.262135922,0
WTA,Hard,3,72.75,23.25,0.737864078,0.262135922,1
ATP,Hard,3,70.25,20.75,0.676470588,0.323529412,1
ATP,Hard,3,70.25,26,0.676470588,0.323529412,1
ATP,Hard,3,70.25,20.75,0.676470588,0.323529412,1
ATP,Hard,3,70,25.75,0.676470588,0.323529412,1
ATP,Hard,3,69.75,25.5,0.676470588,0.323529412,0
WTA,Hard,3,72.75,18.75,0.718446602,0.281553398,1
ATP,Hard,3,69.5,20,0.676470588,0.323529412,1
ATP,Hard,3,69.5,20,0.676470588,0.323529412,1
ATP,Clay,3,69,24.75,0.676470588,0.323529412,0
ATP,Clay,3,68.75,24.5,0.676470588,0.323529412,1
ATP,Hard,3,68,23.75,0.676470588,0.323529412,1
WTA,Hard,3,72.75,18.75,0.708737864,0.291262136,1
ATP,Hard,3,67.75,28,0.676470588,0.323529412,0
WTA,Hard,3,72.75,18.75,0.705882353,0.294117647,1
WTA,Hard,3,72.75,18.75,0.705882353,0.294117647,1
ATP,Clay,3,67.75,23.5,0.676470588,0.323529412,1
ATP,Hard,3,67.25,23,0.676470588,0.323529412,1
ATP,Clay,3,66,27,0.676470588,0.323529412,0
ATP,Hard,3,65.75,31.25,0.676470588,0.323529412,0
ATP,Hard,3,64.5,30,0.676470588,0.323529412,0
WTA,Hard,3,72.75,18.75,0.696078431,0.303921569,1
WTA,Hard,3,72.75,18.75,0.696078431,0.303921569,1
ATP,Grass,3,63.5,33.5,0.676470588,0.323529412,0
ATP,Hard,3,62.5,28,0.676470588,0.323529412,0
ATP,Clay,3,62.25,32.25,0.676470588,0.323529412,0
ATP,Clay,3,61.5,32.25,0.676470588,0.323529412,0
WTA,Hard,3,72.75,18,0.67961165,0.32038835,1
ATP,Hard,3,61.5,32.25,0.676470588,0.323529412,0
ATP,Hard,3,61.25,32,0.676470588,0.323529412,0
ATP,Hard,3,60.5,31.25,0.676470588,0.323529412,0
ATP,Clay,3,58.25,33.5,0.676470588,0.323529412,0
ATP,Clay,3,58.25,38,0.676470588,0.323529412,0
ATP,Grass,3,58,33.25,0.676470588,0.323529412,0
ATP,Hard,3,57.75,38.25,0.676470588,0.323529412,0
ATP,Hard,3,56.75,37.25,0.676470588,0.323529412,0
ATP,Hard,3,56.25,36.75,0.676470588,0.323529412,0
ATP,Hard,3,54.5,39.5,0.676470588,0.323529412,0
ATP,Clay,3,54,43,0.676470588,0.323529412,0
WTA,Hard,3,72.75,23.25,0.660194175,0.339805825,1
WTA,Hard,3,72.75,18,0.666666667,0.333333333,1
ATP,Hard,3,53.75,39.5,0.676470588,0.323529412,0
ATP,Hard,3,77,13.25,0.673267327,0.326732673,1
ATP,Hard,3,76.25,12.5,0.673267327,0.326732673,1
ATP,Hard,3,75,15.75,0.673267327,0.326732673,1
ATP,Grass,3,72.75,18,0.673267327,0.326732673,1
ATP,Hard,3,60.25,40.75,0.673267327,0.326732673,0
WTA,Hard,3,72.75,18,0.640776699,0.359223301,1
WTA,Hard,3,72.75,18.75,0.647058824,0.352941176,1
ATP,Clay,3,59,39.5,0.673267327,0.326732673,0
ATP,Clay,3,70.75,21.25,0.673076923,0.326923077,1
ATP,Clay,3,87.75,5,0.669902913,0.330097087,1
ATP,Hard,3,85.75,8.25,0.669902913,0.330097087,1
ATP,Hard,3,85.75,7.5,0.669902913,0.330097087,1
ATP,Grass,3,81.5,13.75,0.669902913,0.330097087,1
ATP,Clay,3,79.25,14.75,0.669902913,0.330097087,1
ATP,Clay,3,78.5,14.75,0.669902913,0.330097087,1
ATP,Clay,3,77,13.25,0.669902913,0.330097087,1
WTA,Hard,3,72.75,18.75,0.621359223,0.378640777,1
WTA,Clay,3,72.75,23.25,0.621359223,0.378640777,1
ATP,Hard,3,76.25,12.5,0.669902913,0.330097087,1
ATP,Hard,3,75,15.75,0.669902913,0.330097087,1
WTA,Hard,3,72.75,18,0.621359223,0.378640777,1
ATP,Clay,3,75,15.75,0.669902913,0.330097087,1
ATP,Clay,3,74.25,15,0.669902913,0.330097087,1
WTA,Hard,3,72.75,18.75,0.611650485,0.388349515,1
ATP,Hard,3,74.25,20.25,0.669902913,0.330097087,1
